Detector Type, Detector Time, #KP, Descriptor Type, Descriptor Time, Matcher Type, Selector Type, Matching Time, #Matched KP
ORB,82.2435,91,SIFT,75.2928,ORB,12.8386,102,SIFT,55.0623,MAT_BF,SEL_NN,2.20091,91
ORB,10.8588,106,SIFT,68.5304,MAT_BF,SEL_NN,0.301943,102
ORB,10.44,113,SIFT,69.1474,MAT_BF,SEL_NN,0.488283,106
ORB,11.0943,109,SIFT,62.1475,MAT_BF,SEL_NN,0.441294,113
ORB,14.3676,124,SIFT,78.7804,MAT_BF,SEL_NN,0.542704,109
ORB,11.8763,129,SIFT,78.6146,MAT_BF,SEL_NN,0.482312,124
ORB,14.7222,127,SIFT,68.1764,MAT_BF,SEL_NN,0.435359,129
ORB,11.6529,124,SIFT,85.6653,MAT_BF,SEL_NN,0.466265,127
ORB,11.7503,125,SIFT,82.6874,MAT_BF,SEL_NN,0.523284,124
