Detector Type, Detector Time, #KP, Descriptor Type, Descriptor Time, Matcher Type, Selector Type, Matching Time, #Matched KP
BRISK,303.38,254,BRIEF,5.42159,BRISK,218.945,274,BRIEF,1.3824,MAT_BF,SEL_KNN,8.35027,174
BRISK,205.802,276,BRIEF,3.06209,MAT_BF,SEL_KNN,1.3897,195
BRISK,211.642,275,BRIEF,1.37878,MAT_BF,SEL_KNN,2.22387,182
BRISK,225.214,293,BRIEF,1.30153,MAT_BF,SEL_KNN,3.52779,177
BRISK,219.665,275,BRIEF,3.2829,MAT_BF,SEL_KNN,1.4563,182
BRISK,209.407,289,BRIEF,3.26343,MAT_BF,SEL_KNN,1.27883,193
BRISK,216.387,268,BRIEF,0.896191,MAT_BF,SEL_KNN,1.13824,208
BRISK,199.763,259,BRIEF,2.58336,MAT_BF,SEL_KNN,1.36867,185
BRISK,200.917,250,BRIEF,0.94995,MAT_BF,SEL_KNN,0.768902,179
