Detector Type, Detector Time, #KP, Descriptor Type, Descriptor Time, Matcher Type, Selector Type, Matching Time, #Matched KP
HARRIS,22.3892,17,SIFT,29.3767,HARRIS,19.8834,14,SIFT,18.9178,MAT_BF,SEL_KNN,0.234572,14
HARRIS,19.7542,18,SIFT,30.3654,MAT_BF,SEL_KNN,0.136996,11
HARRIS,22.2306,21,SIFT,30.2959,MAT_BF,SEL_KNN,0.721185,16
HARRIS,19.5071,26,SIFT,20.5107,MAT_BF,SEL_KNN,0.098969,19
HARRIS,38.5967,43,SIFT,25.0661,MAT_BF,SEL_KNN,0.14607,22
HARRIS,22.3192,18,SIFT,23.626,MAT_BF,SEL_KNN,0.166201,22
HARRIS,29.2899,31,SIFT,25.4127,MAT_BF,SEL_KNN,0.173116,13
HARRIS,29.6469,26,SIFT,33.3746,MAT_BF,SEL_KNN,0.168617,24
HARRIS,42.4416,34,SIFT,25.623,MAT_BF,SEL_KNN,0.139045,22
