,Detector Type,Detector Time,#KP,Descriptor Type,Descriptor Time,Matcher Type,Selector Type,Matching Time,#Matched KP
3,BRISK,202.645,275,ORB,13.5026,MAT_BF,SEL_NN,1.10648,293
4,BRISK,231.87400000000002,289,ORB,11.5413,MAT_BF,SEL_NN,1.0972600000000001,275
5,BRISK,206.36900000000003,268,ORB,12.6,MAT_BF,SEL_NN,0.986786,289
6,BRISK,201.868,259,ORB,12.8352,MAT_BF,SEL_NN,0.9694379999999999,268
7,BRISK,239.387,250,ORB,20.0723,MAT_BF,SEL_NN,1.48916,259
0,HARRIS,19.9333,18,ORB,5.1925099999999995,MAT_FLANN,SEL_KNN,0.400995,11
1,HARRIS,17.4607,21,ORB,4.48013,MAT_FLANN,SEL_KNN,0.648989,15
2,HARRIS,22.1703,26,ORB,4.144769999999999,MAT_FLANN,SEL_KNN,0.632931,17
3,HARRIS,31.7767,43,ORB,3.30225,MAT_FLANN,SEL_KNN,0.597418,20
4,HARRIS,20.3873,18,ORB,7.02452,MAT_FLANN,SEL_KNN,0.977,18
5,HARRIS,21.2773,31,ORB,5.43125,MAT_FLANN,SEL_KNN,0.8097260000000001,12
6,HARRIS,22.5197,26,ORB,5.25676,MAT_FLANN,SEL_KNN,0.737667,21
7,HARRIS,29.2855,34,ORB,5.40367,MAT_FLANN,SEL_KNN,0.792604,20
0,SHITOMASI,16.0302,123,BRIEF,1.52234,MAT_FLANN,SEL_NN,1.5383799999999999,118
1,SHITOMASI,15.8692,120,BRIEF,1.9249599999999998,MAT_FLANN,SEL_NN,2.1346,123
2,SHITOMASI,16.1503,120,BRIEF,1.60293,MAT_FLANN,SEL_NN,1.83128,120
3,SHITOMASI,17.348,113,BRIEF,1.7903099999999998,MAT_FLANN,SEL_NN,1.47796,120
4,SHITOMASI,15.2641,114,BRIEF,2.03499,MAT_FLANN,SEL_NN,1.59191,113
5,SHITOMASI,17.7076,123,BRIEF,3.09482,MAT_FLANN,SEL_NN,1.8222099999999999,114
6,SHITOMASI,14.7811,111,BRIEF,3.03615,MAT_FLANN,SEL_NN,1.8805599999999998,123
7,SHITOMASI,16.9714,112,BRIEF,3.19666,MAT_FLANN,SEL_NN,1.6333,111
0,HARRIS,19.7542,18,SIFT,30.3654,MAT_BF,SEL_KNN,0.136996,11
1,HARRIS,22.2306,21,SIFT,30.2959,MAT_BF,SEL_KNN,0.7211850000000001,16
2,HARRIS,19.5071,26,SIFT,20.5107,MAT_BF,SEL_KNN,0.098969,19
3,HARRIS,38.5967,43,SIFT,25.0661,MAT_BF,SEL_KNN,0.14607,22
4,HARRIS,22.3192,18,SIFT,23.625999999999998,MAT_BF,SEL_KNN,0.166201,22
5,HARRIS,29.2899,31,SIFT,25.4127,MAT_BF,SEL_KNN,0.17311600000000002,13
6,HARRIS,29.6469,26,SIFT,33.3746,MAT_BF,SEL_KNN,0.16861700000000002,24
7,HARRIS,42.4416,34,SIFT,25.623,MAT_BF,SEL_KNN,0.139045,22
0,SHITOMASI,19.669,123,ORB,6.04146,MAT_FLANN,SEL_NN,2.15509,118
1,SHITOMASI,19.3938,120,ORB,4.50703,MAT_FLANN,SEL_NN,2.18077,123
2,SHITOMASI,19.7843,120,ORB,5.3697,MAT_FLANN,SEL_NN,3.39017,120
3,SHITOMASI,15.5704,113,ORB,4.47958,MAT_FLANN,SEL_NN,1.38452,120
4,SHITOMASI,16.3332,114,ORB,3.7718300000000005,MAT_FLANN,SEL_NN,2.03064,113
5,SHITOMASI,17.9343,123,ORB,4.437880000000001,MAT_FLANN,SEL_NN,2.07111,114
6,SHITOMASI,16.1672,111,ORB,7.19835,MAT_FLANN,SEL_NN,1.52034,123
7,SHITOMASI,16.2457,112,ORB,4.58381,MAT_FLANN,SEL_NN,2.0716099999999997,111
0,AKAZE,110.613,159,FREAK,34.6841,MAT_FLANN,SEL_KNN,2.64296,105
1,AKAZE,107.881,154,FREAK,47.8481,MAT_FLANN,SEL_KNN,5.64185,95
2,AKAZE,143.97,162,FREAK,42.4521,MAT_FLANN,SEL_KNN,3.3953599999999997,99
3,AKAZE,181.237,163,FREAK,47.0125,MAT_FLANN,SEL_KNN,4.04092,96
4,AKAZE,129.161,173,FREAK,34.5798,MAT_FLANN,SEL_KNN,2.64831,116
5,AKAZE,115.695,175,FREAK,43.5401,MAT_FLANN,SEL_KNN,2.62343,125
6,AKAZE,121.134,175,FREAK,37.1684,MAT_FLANN,SEL_KNN,3.0613,116
7,AKAZE,115.465,175,FREAK,40.0508,MAT_FLANN,SEL_KNN,3.4739,114
0,BRISK,485.811,276,ORB,37.5686,MAT_BF,SEL_KNN,2.72952,164
1,BRISK,513.221,275,ORB,43.1496,MAT_BF,SEL_KNN,2.72361,155
2,BRISK,524.312,293,ORB,36.0628,MAT_BF,SEL_KNN,6.95263,165
3,BRISK,469.63,275,ORB,36.9476,MAT_BF,SEL_KNN,5.00654,150
4,BRISK,491.311,289,ORB,36.363,MAT_BF,SEL_KNN,2.48152,179
5,BRISK,492.49800000000005,268,ORB,43.5434,MAT_BF,SEL_KNN,2.59457,169
6,BRISK,675.128,259,ORB,46.9935,MAT_BF,SEL_KNN,3.72641,173
7,BRISK,523.3430000000001,250,ORB,43.1801,MAT_BF,SEL_KNN,2.8133,171
0,SIFT,184.051,121,BRIEF,2.08423,MAT_FLANN,SEL_NN,1.63557,131
1,SIFT,161.113,135,BRIEF,2.0970299999999997,MAT_FLANN,SEL_NN,1.37032,121
2,SIFT,160.095,134,BRIEF,2.13813,MAT_FLANN,SEL_NN,1.68488,135
3,SIFT,187.27,139,BRIEF,2.19835,MAT_FLANN,SEL_NN,2.1869099999999997,134
4,SIFT,154.289,136,BRIEF,2.33798,MAT_FLANN,SEL_NN,2.39912,139
5,SIFT,163.636,147,BRIEF,2.51425,MAT_FLANN,SEL_NN,2.2757400000000003,136
6,SIFT,168.762,156,BRIEF,2.2376099999999997,MAT_FLANN,SEL_NN,2.2081,147
7,SIFT,178.27,135,BRIEF,2.24135,MAT_FLANN,SEL_NN,1.88116,156
0,ORB,10.8588,106,SIFT,68.5304,MAT_BF,SEL_NN,0.30194299999999996,102
1,ORB,10.44,113,SIFT,69.1474,MAT_BF,SEL_NN,0.48828299999999997,106
2,ORB,11.0943,109,SIFT,62.1475,MAT_BF,SEL_NN,0.44129399999999996,113
3,ORB,14.3676,124,SIFT,78.7804,MAT_BF,SEL_NN,0.542704,109
4,ORB,11.8763,129,SIFT,78.6146,MAT_BF,SEL_NN,0.48231199999999996,124
5,ORB,14.7222,127,SIFT,68.1764,MAT_BF,SEL_NN,0.435359,129
6,ORB,11.6529,124,SIFT,85.6653,MAT_BF,SEL_NN,0.466265,127
7,ORB,11.7503,125,SIFT,82.6874,MAT_BF,SEL_NN,0.523284,124
0,ORB,11.2967,106,BRIEF,0.5700970000000001,MAT_FLANN,SEL_KNN,1.46384,38
1,ORB,14.4044,113,BRIEF,1.1717799999999998,MAT_FLANN,SEL_KNN,2.17964,40
2,ORB,14.1638,109,BRIEF,0.567982,MAT_FLANN,SEL_KNN,1.45439,53
3,ORB,14.9951,124,BRIEF,1.6583400000000001,MAT_FLANN,SEL_KNN,2.18071,42
4,ORB,14.7733,129,BRIEF,0.651521,MAT_FLANN,SEL_KNN,1.9984099999999998,61
5,ORB,10.8854,127,BRIEF,0.78657,MAT_FLANN,SEL_KNN,1.9337799999999998,59
6,ORB,9.22507,124,BRIEF,1.07017,MAT_FLANN,SEL_KNN,2.37577,63
7,ORB,11.5537,125,BRIEF,1.38133,MAT_FLANN,SEL_KNN,2.48811,60
0,BRISK,205.80200000000002,276,BRIEF,3.06209,MAT_BF,SEL_KNN,1.3897,195
1,BRISK,211.642,275,BRIEF,1.37878,MAT_BF,SEL_KNN,2.2238700000000002,182
2,BRISK,225.21400000000003,293,BRIEF,1.3015299999999999,MAT_BF,SEL_KNN,3.52779,177
3,BRISK,219.665,275,BRIEF,3.2829,MAT_BF,SEL_KNN,1.4563,182
4,BRISK,209.407,289,BRIEF,3.26343,MAT_BF,SEL_KNN,1.27883,193
5,BRISK,216.387,268,BRIEF,0.896191,MAT_BF,SEL_KNN,1.13824,208
6,BRISK,199.763,259,BRIEF,2.58336,MAT_BF,SEL_KNN,1.36867,185
7,BRISK,200.917,250,BRIEF,0.94995,MAT_BF,SEL_KNN,0.7689020000000001,179
0,SIFT,136.398,121,FREAK,34.2756,MAT_FLANN,SEL_NN,2.13385,130
1,SIFT,132.502,135,FREAK,32.3967,MAT_FLANN,SEL_NN,2.1561,120
2,SIFT,131.958,134,FREAK,31.5037,MAT_FLANN,SEL_NN,1.79498,134
3,SIFT,133.847,139,FREAK,32.4023,MAT_FLANN,SEL_NN,1.73187,133
4,SIFT,139.392,136,FREAK,35.4901,MAT_FLANN,SEL_NN,3.555,138
5,SIFT,155.088,147,FREAK,34.9494,MAT_FLANN,SEL_NN,2.29799,134
6,SIFT,165.87,156,FREAK,39.7607,MAT_FLANN,SEL_NN,2.10681,146
7,SIFT,168.321,135,FREAK,32.4358,MAT_FLANN,SEL_NN,1.9499400000000002,155
0,AKAZE,98.3143,159,BRIEF,1.6424400000000001,MAT_BF,SEL_KNN,0.6531560000000001,133
1,AKAZE,96.6875,154,BRIEF,1.29564,MAT_BF,SEL_KNN,0.902075,130
2,AKAZE,103.53200000000001,162,BRIEF,2.46435,MAT_BF,SEL_KNN,0.7398060000000001,130
3,AKAZE,97.4599,163,BRIEF,1.27165,MAT_BF,SEL_KNN,0.9531379999999999,134
4,AKAZE,95.9675,173,BRIEF,1.20753,MAT_BF,SEL_KNN,0.696399,146
5,AKAZE,98.5751,175,BRIEF,3.16948,MAT_BF,SEL_KNN,0.757428,150
6,AKAZE,98.8014,175,BRIEF,3.17462,MAT_BF,SEL_KNN,0.591267,147
7,AKAZE,97.4183,175,BRIEF,3.1644,MAT_BF,SEL_KNN,0.546632,150
0,BRISK,286.288,276,FREAK,33.2621,MAT_FLANN,SEL_KNN,4.51361,128
1,BRISK,259.008,275,FREAK,41.6125,MAT_FLANN,SEL_KNN,4.70831,116
2,BRISK,251.42700000000002,293,FREAK,32.4154,MAT_FLANN,SEL_KNN,5.07125,118
3,BRISK,268.76599999999996,275,FREAK,37.6531,MAT_FLANN,SEL_KNN,7.066,100
4,BRISK,216.486,289,FREAK,26.8069,MAT_FLANN,SEL_KNN,5.25,131
5,BRISK,200.179,268,FREAK,29.2458,MAT_FLANN,SEL_KNN,4.712619999999999,137
6,BRISK,198.90900000000002,259,FREAK,28.5181,MAT_FLANN,SEL_KNN,5.61984,127
7,BRISK,213.137,250,FREAK,27.7187,MAT_FLANN,SEL_KNN,3.72747,126
0,SHITOMASI,16.3556,123,FREAK,31.9394,MAT_FLANN,SEL_KNN,2.78683,68
1,SHITOMASI,15.9597,120,FREAK,27.9319,MAT_FLANN,SEL_KNN,1.9056400000000002,66
2,SHITOMASI,15.1223,120,FREAK,29.0571,MAT_FLANN,SEL_KNN,2.26532,64
3,SHITOMASI,15.9236,113,FREAK,27.8117,MAT_FLANN,SEL_KNN,1.82627,63
4,SHITOMASI,14.1888,114,FREAK,33.4956,MAT_FLANN,SEL_KNN,2.69003,64
5,SHITOMASI,18.1543,123,FREAK,34.1036,MAT_FLANN,SEL_KNN,2.70648,63
6,SHITOMASI,18.1456,111,FREAK,35.0992,MAT_FLANN,SEL_KNN,2.53804,67
7,SHITOMASI,19.0917,112,FREAK,35.8549,MAT_FLANN,SEL_KNN,1.94303,65
0,HARRIS,31.284000000000002,18,FREAK,51.1075,MAT_BF,SEL_NN,0.11263699999999999,14
1,HARRIS,30.0076,21,FREAK,50.5009,MAT_BF,SEL_NN,0.127028,18
2,HARRIS,28.0573,26,FREAK,49.7265,MAT_BF,SEL_NN,0.195848,21
3,HARRIS,45.4076,43,FREAK,50.2832,MAT_BF,SEL_NN,0.193105,26
4,HARRIS,25.8294,18,FREAK,51.0499,MAT_BF,SEL_NN,0.161385,43
5,HARRIS,38.8537,31,FREAK,53.2668,MAT_BF,SEL_NN,0.142827,18
6,HARRIS,36.4328,26,FREAK,52.4763,MAT_BF,SEL_NN,0.205038,31
7,HARRIS,33.7853,34,FREAK,48.8554,MAT_BF,SEL_NN,0.15773,26
0,BRISK,248.764,276,BRIEF,1.45448,MAT_FLANN,SEL_NN,4.73388,274
1,BRISK,246.445,275,BRIEF,1.3102,MAT_FLANN,SEL_NN,4.04619,276
2,BRISK,235.041,293,BRIEF,0.9370719999999999,MAT_FLANN,SEL_NN,3.6800699999999997,275
3,BRISK,245.785,275,BRIEF,2.05563,MAT_FLANN,SEL_NN,4.5872,293
4,BRISK,264.931,289,BRIEF,1.4944,MAT_FLANN,SEL_NN,3.7262,275
5,BRISK,239.945,268,BRIEF,1.41493,MAT_FLANN,SEL_NN,3.60435,289
6,BRISK,241.93900000000002,259,BRIEF,1.41206,MAT_FLANN,SEL_NN,4.718319999999999,268
7,BRISK,286.584,250,BRIEF,0.87165,MAT_FLANN,SEL_NN,3.27674,259
0,ORB,21.1919,106,ORB,47.2617,MAT_FLANN,SEL_KNN,1.91976,52
1,ORB,10.2424,113,ORB,20.0839,MAT_FLANN,SEL_KNN,4.56999,45
2,ORB,20.2214,109,ORB,26.5969,MAT_FLANN,SEL_KNN,2.08854,54
3,ORB,11.3794,124,ORB,23.8633,MAT_FLANN,SEL_KNN,2.11063,54
4,ORB,12.1938,129,ORB,32.1591,MAT_FLANN,SEL_KNN,2.84822,63
5,ORB,14.2192,127,ORB,22.4458,MAT_FLANN,SEL_KNN,2.92214,69
6,ORB,15.6799,124,ORB,22.2029,MAT_FLANN,SEL_KNN,2.24377,64
7,ORB,10.8163,125,ORB,22.214000000000002,MAT_FLANN,SEL_KNN,1.99365,72
0,AKAZE,110.822,159,ORB,14.6886,MAT_BF,SEL_NN,0.551982,157
1,AKAZE,114.62299999999999,154,ORB,9.17964,MAT_BF,SEL_NN,0.7584960000000001,159
2,AKAZE,110.897,162,ORB,10.3216,MAT_BF,SEL_NN,0.53796,154
3,AKAZE,95.221,163,ORB,9.86116,MAT_BF,SEL_NN,0.578964,162
4,AKAZE,93.0651,173,ORB,11.3169,MAT_BF,SEL_NN,0.721986,163
5,AKAZE,98.5111,175,ORB,9.6705,MAT_BF,SEL_NN,0.61664,173
6,AKAZE,101.439,175,ORB,13.0016,MAT_BF,SEL_NN,0.787607,175
7,AKAZE,104.416,175,ORB,13.2356,MAT_BF,SEL_NN,0.562399,175
0,HARRIS,34.4354,18,FREAK,60.1244,MAT_BF,SEL_KNN,0.5648529999999999,13
1,HARRIS,36.0467,21,FREAK,56.8334,MAT_BF,SEL_KNN,0.21395300000000003,15
2,HARRIS,34.246,26,FREAK,56.2647,MAT_BF,SEL_KNN,0.17581,15
3,HARRIS,55.08,43,FREAK,58.5735,MAT_BF,SEL_KNN,0.661217,17
4,HARRIS,35.87,18,FREAK,53.5407,MAT_BF,SEL_KNN,0.20984499999999998,20
5,HARRIS,35.1975,31,FREAK,55.1163,MAT_BF,SEL_KNN,0.17803,12
6,HARRIS,38.186,26,FREAK,58.2887,MAT_BF,SEL_KNN,0.23395500000000002,21
7,HARRIS,60.2268,34,FREAK,71.4442,MAT_BF,SEL_KNN,0.33964,18
0,BRISK,233.783,276,FREAK,35.641,MAT_FLANN,SEL_NN,4.08561,252
1,BRISK,279.97,275,FREAK,36.672,MAT_FLANN,SEL_NN,5.80234,257
2,BRISK,278.35900000000004,293,FREAK,33.3109,MAT_FLANN,SEL_NN,6.00855,262
3,BRISK,246.717,275,FREAK,37.5321,MAT_FLANN,SEL_NN,5.3511,270
4,BRISK,269.48,289,FREAK,31.4178,MAT_FLANN,SEL_NN,5.354430000000001,252
5,BRISK,268.927,268,FREAK,31.6094,MAT_FLANN,SEL_NN,6.20058,269
6,BRISK,275.135,259,FREAK,40.2926,MAT_FLANN,SEL_NN,4.09293,251
7,BRISK,235.618,250,FREAK,38.5049,MAT_FLANN,SEL_NN,3.79125,236
0,AKAZE,128.761,159,ORB,13.8678,MAT_FLANN,SEL_NN,2.6191400000000002,157
1,AKAZE,133.892,154,ORB,13.099,MAT_FLANN,SEL_NN,2.70835,159
2,AKAZE,119.333,162,ORB,12.2439,MAT_FLANN,SEL_NN,4.93882,154
3,AKAZE,137.875,163,ORB,11.795,MAT_FLANN,SEL_NN,2.73813,162
4,AKAZE,114.446,173,ORB,14.0025,MAT_FLANN,SEL_NN,3.6301099999999997,163
5,AKAZE,108.994,175,ORB,7.612430000000001,MAT_FLANN,SEL_NN,2.29376,173
6,AKAZE,108.677,175,ORB,8.85299,MAT_FLANN,SEL_NN,2.64376,175
7,AKAZE,108.40799999999999,175,ORB,12.2939,MAT_FLANN,SEL_NN,5.12721,175
0,FAST,2.86733,404,SIFT,37.6395,MAT_FLANN,SEL_NN,7.92392,427
1,FAST,1.8398299999999999,423,SIFT,34.4234,MAT_FLANN,SEL_NN,6.961639999999999,404
2,FAST,1.8884599999999998,386,SIFT,32.796,MAT_FLANN,SEL_NN,6.685739999999999,423
3,FAST,1.84955,414,SIFT,34.4431,MAT_FLANN,SEL_NN,6.6523699999999995,386
4,FAST,1.8679700000000001,418,SIFT,34.2282,MAT_FLANN,SEL_NN,8.35401,414
5,FAST,1.88822,406,SIFT,39.0095,MAT_FLANN,SEL_NN,8.076210000000001,418
6,FAST,1.82906,396,SIFT,39.7508,MAT_FLANN,SEL_NN,7.333989999999999,406
7,FAST,1.8738599999999999,401,SIFT,33.1814,MAT_FLANN,SEL_NN,6.6036,396
0,FAST,2.95485,404,SIFT,41.5575,MAT_BF,SEL_NN,3.4778300000000004,427
1,FAST,2.4719700000000002,423,SIFT,40.6539,MAT_BF,SEL_NN,3.0596799999999997,404
2,FAST,3.19305,386,SIFT,38.6924,MAT_BF,SEL_NN,3.5127,423
3,FAST,2.25389,414,SIFT,38.3023,MAT_BF,SEL_NN,2.98496,386
4,FAST,4.17172,418,SIFT,40.0088,MAT_BF,SEL_NN,3.8483400000000003,414
5,FAST,2.61148,406,SIFT,43.6352,MAT_BF,SEL_NN,3.5349199999999996,418
6,FAST,2.12438,396,SIFT,54.6846,MAT_BF,SEL_NN,5.21759,406
7,FAST,5.38267,401,SIFT,59.3498,MAT_BF,SEL_NN,7.09587,396
0,BRISK,266.842,276,ORB,14.3225,MAT_FLANN,SEL_NN,3.8226400000000003,274
1,BRISK,238.455,275,ORB,26.1075,MAT_FLANN,SEL_NN,11.5948,276
2,BRISK,274.371,293,ORB,16.6351,MAT_FLANN,SEL_NN,4.9675199999999995,275
3,BRISK,231.521,275,ORB,19.0987,MAT_FLANN,SEL_NN,4.65716,293
4,BRISK,235.827,289,ORB,16.3734,MAT_FLANN,SEL_NN,6.0479199999999995,275
5,BRISK,224.58,268,ORB,15.6952,MAT_FLANN,SEL_NN,4.607480000000001,289
6,BRISK,260.868,259,ORB,18.4725,MAT_FLANN,SEL_NN,4.057180000000001,268
7,BRISK,239.458,250,ORB,22.0797,MAT_FLANN,SEL_NN,5.34168,259
0,HARRIS,44.9595,18,BRIEF,5.12983,MAT_FLANN,SEL_KNN,1.07776,12
1,HARRIS,23.7099,21,BRIEF,1.7335900000000002,MAT_FLANN,SEL_KNN,0.48442299999999994,14
2,HARRIS,30.5703,26,BRIEF,4.907769999999999,MAT_FLANN,SEL_KNN,3.11597,17
3,HARRIS,72.7248,43,BRIEF,10.6028,MAT_FLANN,SEL_KNN,0.793706,17
4,HARRIS,31.6556,18,BRIEF,2.35005,MAT_FLANN,SEL_KNN,1.05049,16
5,HARRIS,38.7498,31,BRIEF,1.29617,MAT_FLANN,SEL_KNN,0.8125140000000001,12
6,HARRIS,38.9733,26,BRIEF,1.35976,MAT_FLANN,SEL_KNN,0.731454,20
7,HARRIS,56.1232,34,BRIEF,2.70028,MAT_FLANN,SEL_KNN,1.14534,21
0,HARRIS,44.67,18,BRIEF,1.3992799999999999,MAT_BF,SEL_NN,0.17011800000000002,14
1,HARRIS,32.9627,21,BRIEF,1.767,MAT_BF,SEL_NN,0.11508199999999999,18
2,HARRIS,44.233000000000004,26,BRIEF,1.96324,MAT_BF,SEL_NN,0.14208800000000002,21
3,HARRIS,56.6007,43,BRIEF,1.65822,MAT_BF,SEL_NN,0.178067,26
4,HARRIS,34.8752,18,BRIEF,1.7024599999999999,MAT_BF,SEL_NN,0.15765,43
5,HARRIS,41.3901,31,BRIEF,1.47796,MAT_BF,SEL_NN,0.14077,18
6,HARRIS,35.4046,26,BRIEF,1.96511,MAT_BF,SEL_NN,0.197135,31
7,HARRIS,48.1994,34,BRIEF,1.8662400000000001,MAT_BF,SEL_NN,0.13109300000000002,26
0,SHITOMASI,22.1502,123,SIFT,36.6537,MAT_FLANN,SEL_KNN,3.2528900000000003,108
1,SHITOMASI,20.6377,120,SIFT,24.3074,MAT_FLANN,SEL_KNN,6.26382,104
2,SHITOMASI,23.1587,120,SIFT,22.9454,MAT_FLANN,SEL_KNN,3.8851,103
3,SHITOMASI,19.247,113,SIFT,32.3387,MAT_FLANN,SEL_KNN,3.8973800000000005,99
4,SHITOMASI,19.4469,114,SIFT,30.7737,MAT_FLANN,SEL_KNN,4.11965,101
5,SHITOMASI,18.0884,123,SIFT,26.7135,MAT_FLANN,SEL_KNN,2.86101,96
6,SHITOMASI,17.5864,111,SIFT,23.9368,MAT_FLANN,SEL_KNN,2.42792,106
7,SHITOMASI,17.2811,112,SIFT,22.8376,MAT_FLANN,SEL_KNN,2.56918,97
0,ORB,10.4254,106,FREAK,31.4034,MAT_BF,SEL_KNN,0.372568,36
1,ORB,9.2067,113,FREAK,31.3508,MAT_BF,SEL_KNN,0.20211700000000002,44
2,ORB,10.5662,109,FREAK,29.635,MAT_BF,SEL_KNN,0.175483,47
3,ORB,11.1516,124,FREAK,32.4715,MAT_BF,SEL_KNN,0.360469,44
4,ORB,11.4472,129,FREAK,31.6471,MAT_BF,SEL_KNN,0.31414899999999996,51
5,ORB,10.0264,127,FREAK,30.3364,MAT_BF,SEL_KNN,0.205783,52
6,ORB,8.42285,124,FREAK,30.6951,MAT_BF,SEL_KNN,0.24599000000000001,47
7,ORB,8.7069,125,FREAK,32.1077,MAT_BF,SEL_KNN,0.258265,54
0,HARRIS,24.7568,18,SIFT,23.6954,MAT_BF,SEL_NN,0.09473,14
1,HARRIS,22.5496,21,SIFT,37.7146,MAT_BF,SEL_NN,0.11059000000000001,18
2,HARRIS,32.4441,26,SIFT,33.5916,MAT_BF,SEL_NN,0.08731900000000001,21
3,HARRIS,45.0268,43,SIFT,35.8468,MAT_BF,SEL_NN,0.120719,26
4,HARRIS,21.8528,18,SIFT,28.680999999999997,MAT_BF,SEL_NN,0.11529600000000001,43
5,HARRIS,25.8566,31,SIFT,30.706,MAT_BF,SEL_NN,0.08932899999999999,18
6,HARRIS,24.7567,26,SIFT,39.2547,MAT_BF,SEL_NN,0.18201199999999998,31
7,HARRIS,33.3573,34,SIFT,30.42,MAT_BF,SEL_NN,0.120815,26
0,SIFT,134.68,121,SIFT,90.3795,MAT_FLANN,SEL_KNN,2.98686,80
1,SIFT,137.963,135,SIFT,100.589,MAT_FLANN,SEL_KNN,2.71943,82
2,SIFT,139.63299999999998,134,SIFT,95.6143,MAT_FLANN,SEL_KNN,3.2452,92
3,SIFT,145.841,139,SIFT,90.7808,MAT_FLANN,SEL_KNN,3.03862,91
4,SIFT,139.395,136,SIFT,89.7343,MAT_FLANN,SEL_KNN,4.58162,82
5,SIFT,161.131,147,SIFT,94.1662,MAT_FLANN,SEL_KNN,4.53138,82
6,SIFT,140.554,156,SIFT,92.0815,MAT_FLANN,SEL_KNN,3.28767,101
7,SIFT,144.55,135,SIFT,92.0253,MAT_FLANN,SEL_KNN,3.7256,102
0,HARRIS,19.9132,18,SIFT,21.0194,MAT_FLANN,SEL_NN,0.270492,14
1,HARRIS,16.9633,21,SIFT,22.1665,MAT_FLANN,SEL_NN,0.336375,18
2,HARRIS,18.1716,26,SIFT,21.9373,MAT_FLANN,SEL_NN,0.344497,21
3,HARRIS,30.8744,43,SIFT,21.4328,MAT_FLANN,SEL_NN,0.5768989999999999,26
4,HARRIS,19.1809,18,SIFT,21.1853,MAT_FLANN,SEL_NN,0.890985,43
5,HARRIS,21.9294,31,SIFT,30.0204,MAT_FLANN,SEL_NN,0.501999,18
6,HARRIS,23.1709,26,SIFT,29.5492,MAT_FLANN,SEL_NN,0.585348,31
7,HARRIS,30.6128,34,SIFT,28.2374,MAT_FLANN,SEL_NN,0.5920979999999999,26
0,AKAZE,117.02799999999999,159,AKAZE,95.9184,MAT_FLANN,SEL_KNN,3.1818,128
1,AKAZE,146.835,154,AKAZE,99.4512,MAT_FLANN,SEL_KNN,2.9428900000000002,124
2,AKAZE,119.137,162,AKAZE,88.6347,MAT_FLANN,SEL_KNN,2.60602,116
3,AKAZE,113.24799999999999,163,AKAZE,98.5579,MAT_FLANN,SEL_KNN,2.89585,121
4,AKAZE,106.69200000000001,173,AKAZE,90.8794,MAT_FLANN,SEL_KNN,4.30435,131
5,AKAZE,108.62899999999999,175,AKAZE,101.046,MAT_FLANN,SEL_KNN,3.3698099999999998,139
6,AKAZE,118.72,175,AKAZE,108.74700000000001,MAT_FLANN,SEL_KNN,4.2245800000000004,137
7,AKAZE,120.708,175,AKAZE,95.7585,MAT_FLANN,SEL_KNN,3.34844,143
0,FAST,3.12019,404,BRIEF,2.41153,MAT_FLANN,SEL_KNN,19.756,330
1,FAST,3.5130199999999996,423,BRIEF,1.7092,MAT_FLANN,SEL_KNN,21.2502,298
2,FAST,2.57432,386,BRIEF,2.06058,MAT_FLANN,SEL_KNN,16.7685,331
3,FAST,2.06656,414,BRIEF,2.3982099999999997,MAT_FLANN,SEL_KNN,16.4486,277
4,FAST,2.05848,418,BRIEF,2.6080900000000002,MAT_FLANN,SEL_KNN,17.5891,326
5,FAST,2.3896900000000003,406,BRIEF,2.4586099999999997,MAT_FLANN,SEL_KNN,18.8729,323
6,FAST,3.03563,396,BRIEF,2.0068599999999996,MAT_FLANN,SEL_KNN,18.1008,316
7,FAST,3.23243,401,BRIEF,2.09802,MAT_FLANN,SEL_KNN,20.2273,306
0,SIFT,131.815,121,FREAK,32.3753,MAT_BF,SEL_KNN,0.337854,70
1,SIFT,130.109,135,FREAK,33.4862,MAT_BF,SEL_KNN,0.545046,62
2,SIFT,131.97,134,FREAK,32.3517,MAT_BF,SEL_KNN,1.00346,65
3,SIFT,131.31,139,FREAK,31.9561,MAT_BF,SEL_KNN,0.317153,59
4,SIFT,135.668,136,FREAK,32.631,MAT_BF,SEL_KNN,0.45489399999999997,60
5,SIFT,133.753,147,FREAK,33.2131,MAT_BF,SEL_KNN,0.619923,64
6,SIFT,137.72799999999998,156,FREAK,36.2649,MAT_BF,SEL_KNN,0.518023,65
7,SIFT,140.917,135,FREAK,33.661,MAT_BF,SEL_KNN,0.66761,79
0,FAST,5.271319999999999,404,ORB,9.916960000000001,MAT_FLANN,SEL_KNN,33.2847,319
1,FAST,4.3878699999999995,423,ORB,6.7317100000000005,MAT_FLANN,SEL_KNN,32.2455,297
2,FAST,3.00236,386,ORB,13.5663,MAT_FLANN,SEL_KNN,35.0544,322
3,FAST,5.1642,414,ORB,14.110999999999999,MAT_FLANN,SEL_KNN,51.8418,286
4,FAST,11.7534,418,ORB,18.5657,MAT_FLANN,SEL_KNN,52.1291,318
5,FAST,3.0767,406,ORB,7.620139999999999,MAT_FLANN,SEL_KNN,19.8082,324
6,FAST,3.94591,396,ORB,10.8954,MAT_FLANN,SEL_KNN,42.6504,306
7,FAST,3.8681699999999997,401,ORB,6.21309,MAT_FLANN,SEL_KNN,41.7173,308
0,BRISK,265.074,276,SIFT,68.7439,MAT_FLANN,SEL_KNN,6.33624,189
